-0.507,-1.172,-0.167,-0.0,1.338,-0.507
-0.464,-1.199,-0.044,-0.0,1.243,-0.464
-0.427,-1.236,0.09,-0.0,1.146,-0.427
-0.395,-1.283,0.239,-0.0,1.044,-0.395
-0.367,-1.343,0.408,-0.0,0.935,-0.367
-0.343,-1.419,0.606,-0.0,0.814,-0.343
-0.785,-1.196,-0.693,-0.0,1.889,-0.785
-0.675,-1.168,-0.62,-0.0,1.788,-0.675
-0.588,-1.15,-0.536,-0.0,1.687,-0.588
-0.519,-1.143,-0.442,-0.0,1.586,-0.519
-0.464,-1.147,-0.338,-0.0,1.486,-0.464
-0.418,-1.161,-0.225,-0.0,1.386,-0.418
-0.381,-1.185,-0.102,-0.0,1.287,-0.381
-0.349,-1.219,0.032,-0.0,1.187,-0.349
-0.322,-1.264,0.18,-0.0,1.083,-0.322
-0.298,-1.32,0.346,-0.0,0.974,-0.298
-0.278,-1.392,0.537,-0.0,0.855,-0.278
-0.644,-1.231,-0.753,-0.0,1.983,-0.644
-0.54,-1.188,-0.676,-0.0,1.865,-0.54
-0.464,-1.16,-0.589,-0.0,1.749,-0.464
-0.405,-1.146,-0.492,-0.0,1.638,-0.405
-0.359,-1.144,-0.386,-0.0,1.53,-0.359
-0.322,-1.154,-0.271,-0.0,1.426,-0.322
-0.291,-1.175,-0.147,-0.0,1.323,-0.291
-0.266,-1.207,-0.012,-0.0,1.22,-0.266
-0.245,-1.249,0.135,-0.0,1.114,-0.245
-0.227,-1.304,0.299,-0.0,1.005,-0.227
-0.211,-1.372,0.486,-0.0,0.886,-0.211
-0.464,-1.267,-0.797,-0.0,2.064,-0.464
-0.381,-1.209,-0.718,-0.0,1.927,-0.381
-0.322,-1.171,-0.628,-0.0,1.799,-0.322
-0.278,-1.149,-0.529,-0.0,1.678,-0.278
-0.245,-1.143,-0.421,-0.0,1.564,-0.245
-0.219,-1.15,-0.305,-0.0,1.455,-0.219
-0.197,-1.169,-0.18,-0.0,1.349,-0.197
-0.18,-1.199,-0.044,-0.0,1.243,-0.18
-0.165,-1.24,0.103,-0.0,1.137,-0.165
-0.153,-1.292,0.265,-0.0,1.027,-0.153
-0.142,-1.359,0.45,-0.0,0.909,-0.142
-0.245,-1.295,-0.825,-0.0,2.12,-0.245
-0.197,-1.225,-0.744,-0.0,1.969,-0.197
-0.165,-1.179,-0.652,-0.0,1.831,-0.165
-0.142,-1.153,-0.551,-0.0,1.704,-0.142
-0.124,-1.143,-0.442,-0.0,1.586,-0.124
-0.111,-1.148,-0.325,-0.0,1.473,-0.111
-0.1,-1.166,-0.199,-0.0,1.365,-0.1
-0.091,-1.194,-0.064,-0.0,1.258,-0.091
-0.083,-1.234,0.084,-0.0,1.15,-0.083
-0.077,-1.285,0.246,-0.0,1.04,-0.077
-0.071,-1.351,0.429,-0.0,0.922,-0.071
0.0,-1.305,-0.835,-0.0,2.14,-0.0
0.0,-1.231,-0.753,-0.0,1.983,-0.0
0.0,-1.182,-0.66,-0.0,1.842,-0.0
0.0,-1.154,-0.559,-0.0,1.713,-0.0
0.0,-1.143,-0.449,-0.0,1.593,-0.0
0.0,-1.148,-0.332,-0.0,1.479,0.0
0.0,-1.164,-0.206,-0.0,1.37,0.0
0.0,-1.193,-0.07,-0.0,1.263,0.0
0.0,-1.232,0.077,-0.0,1.155,0.0
0.0,-1.283,0.239,-0.0,1.044,0.0
0.0,-1.348,0.422,-0.0,0.926,0.0
0.245,-1.295,-0.825,-0.0,2.12,0.245
0.197,-1.225,-0.744,-0.0,1.969,0.197
0.165,-1.179,-0.652,-0.0,1.831,0.165
0.142,-1.153,-0.551,-0.0,1.704,0.142
0.124,-1.143,-0.442,-0.0,1.586,0.124
0.111,-1.148,-0.325,-0.0,1.473,-3.031
0.1,-1.166,-0.199,-0.0,1.365,-3.042
0.091,-1.194,-0.064,-0.0,1.258,-3.051
0.083,-1.234,0.084,-0.0,1.15,-3.058
0.077,-1.285,0.246,-0.0,1.04,-3.065
0.071,-1.351,0.429,-0.0,0.922,-3.07
0.464,-1.267,-0.797,-0.0,2.064,0.464
0.381,-1.209,-0.718,-0.0,1.927,0.381
0.322,-1.171,-0.628,-0.0,1.799,0.322
0.278,-1.149,-0.529,-0.0,1.678,0.278
0.245,-1.143,-0.421,-0.0,1.564,-2.897
0.219,-1.15,-0.305,-0.0,1.455,-2.923
0.197,-1.169,-0.18,-0.0,1.349,-2.944
0.18,-1.199,-0.044,-0.0,1.243,-2.962
0.165,-1.24,0.103,-0.0,1.137,-2.976
0.153,-1.292,0.265,-0.0,1.027,-2.989
0.142,-1.359,0.45,-0.0,0.909,-3.0
0.644,-1.231,-0.753,-0.0,1.983,0.644
0.54,-1.188,-0.676,-0.0,1.865,0.54
0.464,-1.16,-0.589,-0.0,1.749,0.464
0.405,-1.146,-0.492,-0.0,1.638,0.405
0.359,-1.144,-0.386,-0.0,1.53,-2.783
0.322,-1.154,-0.271,-0.0,1.426,-2.82
0.291,-1.175,-0.147,-0.0,1.323,-2.85
0.266,-1.207,-0.012,-0.0,1.22,-2.875
0.245,-1.249,0.135,-0.0,1.114,-2.897
0.227,-1.304,0.299,-0.0,1.005,-2.915
0.211,-1.372,0.486,-0.0,0.886,-2.93
0.785,-1.196,-0.693,-0.0,1.889,0.785
0.675,-1.168,-0.62,-0.0,1.788,0.675
0.588,-1.15,-0.536,-0.0,1.687,0.588
0.519,-1.143,-0.442,-0.0,1.586,0.519
0.464,-1.147,-0.338,-0.0,1.486,-2.678
0.418,-1.161,-0.225,-0.0,1.386,-2.723
0.381,-1.185,-0.102,-0.0,1.287,-2.761
0.349,-1.219,0.032,-0.0,1.187,-2.793
0.322,-1.264,0.18,-0.0,1.083,-2.82
0.298,-1.32,0.346,-0.0,0.974,-2.843
0.278,-1.392,0.537,-0.0,0.855,-2.863
0.896,-1.168,-0.62,-0.0,1.788,0.896
0.785,-1.153,-0.551,-0.0,1.704,0.785
0.695,-1.144,-0.471,-0.0,1.615,0.695
0.62,-1.144,-0.379,-0.0,1.524,-2.521
0.559,-1.153,-0.278,-0.0,1.432,-2.583
0.507,-1.172,-0.167,-0.0,1.338,-2.634
0.464,-1.199,-0.044,-0.0,1.243,-2.678
0.427,-1.236,0.09,-0.0,1.146,-2.715
0.395,-1.283,0.239,-0.0,1.044,-2.747
0.367,-1.343,0.408,-0.0,0.935,-2.774
0.343,-1.419,0.606,-0.0,0.814,-2.799
0.983,-1.15,-0.536,-0.0,1.687,0.983
0.876,-1.144,-0.471,-0.0,1.615,0.876
0.785,-1.144,-0.393,-0.0,1.537,-2.356
0.709,-1.15,-0.305,-0.0,1.455,-2.433
0.644,-1.164,-0.206,-0.0,1.37,-2.498
0.588,-1.187,-0.096,-0.0,1.282,-2.554
0.54,-1.217,0.026,-0.0,1.192,-2.601
0.499,-1.258,0.161,-0.0,1.097,-2.642
0.464,-1.308,0.312,-0.0,0.996,-2.678
0.432,-1.372,0.486,-0.0,0.886,-2.709
0.405,-1.455,0.694,-0.0,0.761,-2.737
1.052,-1.143,-0.442,-0.0,1.586,1.052
0.951,-1.144,-0.379,-0.0,1.524,-2.191
0.862,-1.15,-0.305,-0.0,1.455,-2.279
0.785,-1.162,-0.219,-0.0,1.381,-2.356
0.719,-1.181,-0.121,-0.0,1.302,-2.423
0.661,-1.207,-0.012,-0.0,1.22,-2.481
0.611,-1.242,0.109,-0.0,1.132,-2.531
0.567,-1.285,0.246,-0.0,1.04,-2.575
0.528,-1.34,0.401,-0.0,0.939,-2.614
0.494,-1.41,0.582,-0.0,0.828,-2.648
0.464,-1.503,0.808,-0.0,0.695,-2.678
1.107,-1.147,-0.338,-0.0,1.486,-2.034
1.012,-1.153,-0.278,-0.0,1.432,-2.129
0.927,-1.164,-0.206,-0.0,1.37,-2.214
0.852,-1.181,-0.121,-0.0,1.302,-2.29
0.785,-1.204,-0.025,-0.0,1.229,-2.356
0.727,-1.234,0.084,-0.0,1.15,-2.415
0.675,-1.272,0.206,-0.0,1.066,-2.467
0.629,-1.32,0.346,-0.0,0.974,-2.513
0.588,-1.381,0.508,-0.0,0.873,-2.554
0.552,-1.459,0.702,-0.0,0.757,-2.59
0.519,-1.569,0.959,-0.0,0.61,-2.622
-1.107,-1.029,-0.4,-0.0,1.428,-1.107
-1.012,-1.038,-0.338,-0.0,1.376,-1.012
-0.927,-1.053,-0.264,-0.0,1.317,-0.927
-0.852,-1.073,-0.179,-0.0,1.252,-0.852
-0.785,-1.1,-0.082,-0.0,1.182,-0.785
-0.727,-1.133,0.026,-0.0,1.107,-0.727
-0.675,-1.174,0.148,-0.0,1.026,-0.675
-0.629,-1.225,0.286,-0.0,0.939,-0.629
-0.588,-1.286,0.443,-0.0,0.843,-0.588
-0.552,-1.363,0.63,-0.0,0.733,-0.552
-0.519,-1.465,0.866,-0.0,0.6,-0.519
-1.052,-1.018,-0.506,-0.0,1.525,-1.052
-0.951,-1.023,-0.442,-0.0,1.465,-0.951
-0.862,-1.034,-0.365,-0.0,1.399,-0.862
-0.785,-1.05,-0.278,-0.0,1.328,-0.785
-0.719,-1.073,-0.179,-0.0,1.252,-0.719
-0.661,-1.104,-0.07,-0.0,1.173,-0.661
-0.611,-1.142,0.052,-0.0,1.09,-0.611
-0.567,-1.188,0.187,-0.0,1.001,-0.567
-0.528,-1.245,0.34,-0.0,0.906,-0.528
-0.494,-1.315,0.516,-0.0,0.8,-0.494
-0.464,-1.405,0.728,-0.0,0.677,-0.464
-0.983,-1.019,-0.604,-0.0,1.623,-0.983
-0.876,-1.017,-0.536,-0.0,1.553,-0.876
-0.785,-1.022,-0.456,-0.0,1.478,-0.785
-0.709,-1.034,-0.365,-0.0,1.399,-0.709
-0.644,-1.053,-0.264,-0.0,1.317,-0.643
-0.588,-1.08,-0.153,-0.0,1.233,-0.588
-0.54,-1.115,-0.031,-0.0,1.146,-0.54
-0.499,-1.159,0.103,-0.0,1.056,-0.499
-0.464,-1.212,0.253,-0.0,0.959,-0.464
-0.432,-1.278,0.422,-0.0,0.855,-0.432
-0.405,-1.36,0.622,-0.0,0.738,-0.405
-0.896,-1.03,-0.692,-0.0,1.722,-0.896
-0.785,-1.02,-0.62,-0.0,1.64,-0.785
-0.695,-1.017,-0.536,-0.0,1.553,-0.695
-0.62,-1.023,-0.442,-0.0,1.465,-0.62
-0.559,-1.038,-0.338,-0.0,1.376,-0.559
-0.507,-1.062,-0.225,-0.0,1.287,-0.507
-0.464,-1.094,-0.102,-0.0,1.196,-0.464
-0.427,-1.135,0.033,-0.0,1.103,-0.427
-0.395,-1.186,0.181,-0.0,1.005,-0.395
-0.367,-1.248,0.346,-0.0,0.901,-0.367
-0.343,-1.324,0.538,-0.0,0.787,-0.343
-0.785,-1.052,-0.77,-0.0,1.822,-0.785
-0.675,-1.03,-0.692,-0.0,1.722,-0.675
-0.588,-1.019,-0.604,-0.0,1.623,-0.588
-0.519,-1.018,-0.506,-0.0,1.525,-0.519
-0.464,-1.029,-0.4,-0.0,1.428,-0.464
-0.418,-1.049,-0.284,-0.0,1.333,-0.418
-0.381,-1.078,-0.16,-0.0,1.238,-0.381
-0.349,-1.117,-0.025,-0.0,1.142,-0.349
-0.322,-1.165,0.123,-0.0,1.043,-0.322
-0.298,-1.225,0.286,-0.0,0.939,-0.298
-0.278,-1.298,0.472,-0.0,0.826,-0.278
-0.644,-1.083,-0.834,-0.0,1.917,-0.644
-0.54,-1.046,-0.752,-0.0,1.798,-0.54
-0.464,-1.024,-0.66,-0.0,1.684,-0.464
-0.405,-1.017,-0.558,-0.0,1.575,-0.405
-0.359,-1.023,-0.449,-0.0,1.471,-0.359
-0.322,-1.04,-0.331,-0.0,1.371,-0.322
-0.291,-1.067,-0.205,-0.0,1.272,-0.291
-0.266,-1.104,-0.07,-0.0,1.173,-0.266
-0.245,-1.15,0.078,-0.0,1.073,-0.245
-0.227,-1.207,0.24,-0.0,0.968,-0.227
-0.211,-1.278,0.422,-0.0,0.855,-0.211
-0.464,-1.117,-0.883,-0.0,2.0,-0.464
-0.381,-1.064,-0.797,-0.0,1.86,-0.381
-0.322,-1.032,-0.701,-0.0,1.733,-0.322
-0.278,-1.018,-0.596,-0.0,1.615,-0.278
-0.245,-1.02,-0.484,-0.0,1.504,-0.245
-0.219,-1.034,-0.365,-0.0,1.399,-0.219
-0.197,-1.059,-0.238,-0.0,1.297,-0.197
-0.18,-1.094,-0.102,-0.0,1.196,-0.18
-0.165,-1.14,0.046,-0.0,1.094,-0.165
-0.153,-1.195,0.207,-0.0,0.989,-0.153
-0.142,-1.264,0.388,-0.0,0.876,-0.142
-0.245,-1.145,-0.914,-0.0,2.058,-0.245
-0.197,-1.078,-0.824,-0.0,1.902,-0.197
-0.165,-1.038,-0.726,-0.0,1.764,-0.165
-0.142,-1.02,-0.62,-0.0,1.64,-0.142
-0.124,-1.018,-0.506,-0.0,1.525,-0.124
-0.111,-1.031,-0.386,-0.0,1.416,-0.111
-0.1,-1.055,-0.258,-0.0,1.312,-0.1
-0.091,-1.089,-0.121,-0.0,1.21,-0.091
-0.083,-1.133,0.026,-0.0,1.107,-0.083
-0.077,-1.188,0.187,-0.0,1.001,-0.077
-0.071,-1.256,0.367,-0.0,0.889,-0.071
0.0,-1.156,-0.924,-0.0,2.08,-0.0
0.0,-1.083,-0.834,-0.0,1.917,-0.0
0.0,-1.041,-0.735,-0.0,1.775,-0.0
0.0,-1.021,-0.628,-0.0,1.648,-0.0
0.0,-1.018,-0.514,-0.0,1.532,0.0
0.0,-1.03,-0.393,-0.0,1.422,0.0
0.0,-1.053,-0.264,-0.0,1.317,0.0
0.0,-1.087,-0.127,-0.0,1.214,0.0
0.0,-1.131,0.02,-0.0,1.111,0.0
0.0,-1.186,0.181,-0.0,1.005,0.0
0.0,-1.253,0.36,-0.0,0.893,0.0
0.245,-1.145,-0.914,-0.0,2.058,0.245
0.197,-1.078,-0.824,-0.0,1.902,0.197
0.165,-1.038,-0.726,-0.0,1.764,0.165
0.142,-1.02,-0.62,-0.0,1.64,0.142
0.124,-1.018,-0.506,-0.0,1.525,-3.017
0.111,-1.031,-0.386,-0.0,1.416,-3.031
0.1,-1.055,-0.258,-0.0,1.312,-3.042
0.091,-1.089,-0.121,-0.0,1.21,-3.051
0.083,-1.133,0.026,-0.0,1.107,-3.058
0.077,-1.188,0.187,-0.0,1.001,-3.065
0.071,-1.256,0.367,-0.0,0.889,-3.07
0.464,-1.117,-0.883,-0.0,2.0,0.464
0.381,-1.064,-0.797,-0.0,1.86,0.381
0.322,-1.032,-0.701,-0.0,1.733,0.322
0.278,-1.018,-0.596,-0.0,1.615,0.278
0.245,-1.02,-0.484,-0.0,1.504,-2.897
0.219,-1.034,-0.365,-0.0,1.399,-2.923
0.197,-1.059,-0.238,-0.0,1.297,-2.944
0.18,-1.094,-0.102,-0.0,1.196,-2.962
0.165,-1.14,0.046,-0.0,1.094,-2.976
0.153,-1.195,0.207,-0.0,0.989,-2.989
0.142,-1.264,0.388,-0.0,0.876,-3.0
0.644,-1.083,-0.834,-0.0,1.917,0.644
0.54,-1.046,-0.752,-0.0,1.798,0.54
0.464,-1.024,-0.66,-0.0,1.684,0.464
0.405,-1.017,-0.558,-0.0,1.575,0.405
0.359,-1.023,-0.449,-0.0,1.471,-2.783
0.322,-1.04,-0.331,-0.0,1.371,-2.82
0.291,-1.067,-0.205,-0.0,1.272,-2.85
0.266,-1.104,-0.07,-0.0,1.173,-2.875
0.245,-1.15,0.078,-0.0,1.073,-2.897
0.227,-1.207,0.24,-0.0,0.968,-2.915
0.211,-1.278,0.422,-0.0,0.855,-2.93
0.785,-1.052,-0.77,-0.0,1.822,0.785
0.675,-1.03,-0.692,-0.0,1.722,0.675
0.588,-1.019,-0.604,-0.0,1.623,0.588
0.519,-1.018,-0.506,-0.0,1.525,-2.622
0.464,-1.029,-0.4,-0.0,1.428,-2.678
0.418,-1.049,-0.284,-0.0,1.333,-2.723
0.381,-1.078,-0.16,-0.0,1.238,-2.761
0.349,-1.117,-0.025,-0.0,1.142,-2.793
0.322,-1.165,0.123,-0.0,1.043,-2.82
0.298,-1.225,0.286,-0.0,0.939,-2.843
0.278,-1.298,0.472,-0.0,0.826,-2.863
0.896,-1.03,-0.692,-0.0,1.722,0.896
0.785,-1.02,-0.62,-0.0,1.64,0.785
0.695,-1.017,-0.536,-0.0,1.553,-2.447
0.62,-1.023,-0.442,-0.0,1.465,-2.521
0.559,-1.038,-0.338,-0.0,1.376,-2.583
0.507,-1.062,-0.225,-0.0,1.287,-2.634
0.464,-1.094,-0.102,-0.0,1.196,-2.678
0.427,-1.135,0.033,-0.0,1.103,-2.715
0.395,-1.186,0.181,-0.0,1.005,-2.747
0.367,-1.248,0.346,-0.0,0.901,-2.774
0.343,-1.324,0.538,-0.0,0.787,-2.799
0.983,-1.019,-0.604,-0.0,1.623,0.983
0.876,-1.017,-0.536,-0.0,1.553,-2.266
0.785,-1.022,-0.456,-0.0,1.478,-2.356
0.709,-1.034,-0.365,-0.0,1.399,-2.433
0.644,-1.053,-0.264,-0.0,1.317,-2.498
0.588,-1.08,-0.153,-0.0,1.233,-2.554
0.54,-1.115,-0.031,-0.0,1.146,-2.601
0.499,-1.159,0.103,-0.0,1.056,-2.642
0.464,-1.212,0.253,-0.0,0.959,-2.678
0.432,-1.278,0.422,-0.0,0.855,-2.709
0.405,-1.36,0.622,-0.0,0.738,-2.737
1.052,-1.018,-0.506,-0.0,1.525,-2.09
0.951,-1.023,-0.442,-0.0,1.465,-2.191
0.862,-1.034,-0.365,-0.0,1.399,-2.279
0.785,-1.05,-0.278,-0.0,1.328,-2.356
0.719,-1.073,-0.179,-0.0,1.252,-2.423
0.661,-1.104,-0.07,-0.0,1.173,-2.481
0.611,-1.142,0.052,-0.0,1.09,-2.531
0.567,-1.188,0.187,-0.0,1.001,-2.575
0.528,-1.245,0.34,-0.0,0.906,-2.614
0.494,-1.315,0.516,-0.0,0.8,-2.648
0.464,-1.405,0.728,-0.0,0.677,-2.678
1.107,-1.029,-0.4,-0.0,1.428,-2.034
1.012,-1.038,-0.338,-0.0,1.376,-2.129
0.927,-1.053,-0.264,-0.0,1.317,-2.214
0.852,-1.073,-0.179,-0.0,1.252,-2.29
0.785,-1.1,-0.082,-0.0,1.182,-2.356
0.727,-1.133,0.026,-0.0,1.107,-2.415
0.675,-1.174,0.148,-0.0,1.026,-2.467
0.629,-1.225,0.286,-0.0,0.939,-2.513
0.588,-1.286,0.443,-0.0,0.843,-2.554
0.552,-1.363,0.63,-0.0,0.733,-2.59
0.519,-1.465,0.866,-0.0,0.6,-2.622
-1.107,-0.909,-0.448,-0.0,1.357,-1.107
-1.012,-0.923,-0.385,-0.0,1.308,-1.012
-0.927,-0.942,-0.31,-0.0,1.252,-0.927
-0.852,-0.967,-0.224,-0.0,1.191,-0.852
-0.785,-0.998,-0.127,-0.0,1.124,-0.785
-0.727,-1.035,-0.018,-0.0,1.053,-0.727
-0.675,-1.08,0.104,-0.0,0.976,-0.675
-0.629,-1.133,0.24,-0.0,0.893,-0.629
-0.588,-1.197,0.395,-0.0,0.802,-0.588
-0.552,-1.274,0.576,-0.0,0.698,-0.552
-0.519,-1.374,0.8,-0.0,0.574,-0.519
-1.052,-0.89,-0.558,-0.0,1.447,-1.052
-0.951,-0.9,-0.491,-0.0,1.391,-0.951
-0.862,-0.916,-0.413,-0.0,1.329,-0.862
-0.785,-0.938,-0.324,-0.0,1.262,-0.785
-0.719,-0.967,-0.224,-0.0,1.191,-0.719
-0.661,-1.002,-0.114,-0.0,1.116,-0.661
-0.611,-1.044,0.008,-0.0,1.037,-0.611
-0.567,-1.095,0.142,-0.0,0.953,-0.567
-0.528,-1.155,0.293,-0.0,0.862,-0.528
-0.494,-1.227,0.465,-0.0,0.761,-0.494
-0.464,-1.316,0.67,-0.0,0.645,-0.464
-0.983,-0.881,-0.659,-0.0,1.54,-0.983
-0.876,-0.886,-0.588,-0.0,1.474,-0.876
-0.785,-0.898,-0.506,-0.0,1.403,-0.785
-0.709,-0.916,-0.413,-0.0,1.329,-0.709
-0.644,-0.942,-0.31,-0.0,1.252,-0.643
-0.588,-0.975,-0.198,-0.0,1.173,-0.588
-0.54,-1.015,-0.075,-0.0,1.09,-0.54
-0.499,-1.063,0.059,-0.0,1.004,-0.499
-0.464,-1.12,0.207,-0.0,0.913,-0.464
-0.432,-1.188,0.374,-0.0,0.814,-0.432
-0.405,-1.271,0.568,-0.0,0.703,-0.405
-0.896,-0.883,-0.751,-0.0,1.634,-0.896
-0.785,-0.88,-0.675,-0.0,1.556,-0.785
-0.695,-0.886,-0.588,-0.0,1.474,-0.695
-0.62,-0.9,-0.491,-0.0,1.391,-0.62
-0.559,-0.923,-0.385,-0.0,1.308,-0.559
-0.507,-0.953,-0.27,-0.0,1.223,-0.507
-0.464,-0.991,-0.146,-0.0,1.137,-0.464
-0.427,-1.038,-0.011,-0.0,1.049,-0.427
-0.395,-1.092,0.136,-0.0,0.956,-0.395
-0.367,-1.158,0.3,-0.0,0.858,-0.367
-0.343,-1.236,0.487,-0.0,0.749,-0.343
-0.785,-0.896,-0.833,-0.0,1.729,-0.785
-0.675,-0.883,-0.751,-0.0,1.634,-0.675
-0.588,-0.881,-0.659,-0.0,1.54,-0.588
-0.519,-0.89,-0.558,-0.0,1.447,-0.519
-0.464,-0.909,-0.448,-0.0,1.357,-0.464
-0.418,-0.936,-0.331,-0.0,1.267,-0.418
-0.381,-0.973,-0.205,-0.0,1.177,-0.381
-0.349,-1.017,-0.069,-0.0,1.086,-0.349
-0.322,-1.07,0.078,-0.0,0.992,-0.322
-0.298,-1.133,0.24,-0.0,0.893,-0.298
-0.278,-1.209,0.423,-0.0,0.786,-0.278
-0.644,-0.919,-0.902,-0.0,1.821,-0.644
-0.54,-0.892,-0.814,-0.0,1.706,-0.54
-0.464,-0.881,-0.717,-0.0,1.598,-0.464
-0.405,-0.884,-0.611,-0.0,1.495,-0.405
-0.359,-0.899,-0.498,-0.0,1.397,-0.359
-0.322,-0.924,-0.378,-0.0,1.303,-0.322
-0.291,-0.959,-0.251,-0.0,1.209,-0.291
-0.266,-1.002,-0.114,-0.0,1.116,-0.266
-0.245,-1.054,0.033,-0.0,1.02,-0.245
-0.227,-1.115,0.194,-0.0,0.921,-0.227
-0.211,-1.188,0.374,-0.0,0.814,-0.211
-0.464,-0.947,-0.956,-0.0,1.903,-0.464
-0.381,-0.904,-0.862,-0.0,1.766,-0.381
-0.322,-0.884,-0.76,-0.0,1.644,-0.322
-0.278,-0.881,-0.651,-0.0,1.532,-0.278
-0.245,-0.893,-0.535,-0.0,1.428,-0.245
-0.219,-0.916,-0.413,-0.0,1.329,-0.219
-0.197,-0.949,-0.284,-0.0,1.233,-0.197
-0.18,-0.991,-0.146,-0.0,1.137,-0.18
-0.165,-1.042,0.001,-0.0,1.041,-0.165
-0.153,-1.102,0.162,-0.0,0.941,-0.153
-0.142,-1.174,0.34,-0.0,0.834,-0.142
-0.245,-0.971,-0.99,-0.0,1.961,-0.245
-0.197,-0.915,-0.892,-0.0,1.807,-0.197
-0.165,-0.887,-0.787,-0.0,1.674,-0.165
-0.142,-0.88,-0.675,-0.0,1.556,-0.142
-0.124,-0.89,-0.558,-0.0,1.447,-0.124
-0.111,-0.912,-0.434,-0.0,1.346,-0.111
-0.1,-0.944,-0.304,-0.0,1.247,-0.1
-0.091,-0.985,-0.166,-0.0,1.151,-0.091
-0.083,-1.035,-0.018,-0.0,1.053,-0.083
-0.077,-1.095,0.142,-0.0,0.953,-0.077
-0.071,-1.166,0.32,-0.0,0.846,-0.071
0.0,-0.981,-1.002,-0.0,1.983,-0.0
0.0,-0.919,-0.902,-0.0,1.821,-0.0
0.0,-0.888,-0.796,-0.0,1.684,-0.0
0.0,-0.88,-0.683,-0.0,1.564,0.0
0.0,-0.889,-0.565,-0.0,1.454,0.0
0.0,-0.91,-0.441,-0.0,1.351,0.0
0.0,-0.942,-0.31,-0.0,1.252,0.0
0.0,-0.983,-0.172,-0.0,1.155,0.0
0.0,-1.033,-0.024,-0.0,1.057,0.0
0.0,-1.092,0.136,-0.0,0.956,0.0
0.0,-1.163,0.313,-0.0,0.85,0.0
0.245,-0.971,-0.99,-0.0,1.961,0.245
0.197,-0.915,-0.892,-0.0,1.807,0.197
0.165,-0.887,-0.787,-0.0,1.674,0.165
0.142,-0.88,-0.675,-0.0,1.556,-3.0
0.124,-0.89,-0.558,-0.0,1.447,-3.017
0.111,-0.912,-0.434,-0.0,1.346,-3.031
0.1,-0.944,-0.304,-0.0,1.247,-3.042
0.091,-0.985,-0.166,-0.0,1.151,-3.051
0.083,-1.035,-0.018,-0.0,1.053,-3.058
0.077,-1.095,0.142,-0.0,0.953,-3.065
0.071,-1.166,0.32,-0.0,0.846,-3.07
0.464,-0.947,-0.956,-0.0,1.903,0.464
0.381,-0.904,-0.862,-0.0,1.766,0.381
0.322,-0.884,-0.76,-0.0,1.644,0.322
0.278,-0.881,-0.651,-0.0,1.532,-2.863
0.245,-0.893,-0.535,-0.0,1.428,-2.897
0.219,-0.916,-0.413,-0.0,1.329,-2.923
0.197,-0.949,-0.284,-0.0,1.233,-2.944
0.18,-0.991,-0.146,-0.0,1.137,-2.962
0.165,-1.042,0.001,-0.0,1.041,-2.976
0.153,-1.102,0.162,-0.0,0.941,-2.989
0.142,-1.174,0.34,-0.0,0.834,-3.0
0.644,-0.919,-0.902,-0.0,1.821,0.644
0.54,-0.892,-0.814,-0.0,1.706,0.54
0.464,-0.881,-0.717,-0.0,1.598,0.464
0.405,-0.884,-0.611,-0.0,1.495,-2.737
